Question Text,Question Type,Option 1,Option 2,Option 3,Option 4,Option 5,Correct Answer,Time in seconds,Image Link
"Trong một quốc gia có nhiều cộng đồng người, với các ngôn ngữ khác nhau, nhưng bao giờ cũng sẽ có một ngôn ngữ chung thống nhất là nội dung thể hiện đặc trưng nào dưới đây của quốc gia dân tộc?",Multiple Choice,Có ngôn ngữ viết chung.,Có ngôn ngữ nói riêng.,Có chung một ngôn ngữ làm công cụ giao tiếp.,Có nhiều ngôn ngữ làm công cụ giao tiếp.,,3,30,
"Biểu hiện thông qua tâm lí, tính cách, phong tục, tập quán, lối sống của dân tộc, tạo nên bản sắc riêng của dân tộc là nội dung thể hiện khái niệm nào dưới đây?",Multiple Choice,Văn hóa vật chất và văn hóa tinh thần.,Văn hóa đa quốc gia.,Văn hóa dân tộc.,Giao lưu văn hóa.,,3,30,
"Các thành viên cũng như các cộng đồng tộc người trong một dân tộc đều chịu sự quản lí, điều khiển của",Multiple Choice,một tổ chức độc lập.,một đảng độc lập.,một xã hội độc lập.,một nhà nước độc lập.,,4,30,
"Tố chức nào dưới đây là đặc trưng cho thể chế chính trị của dân tộc, là đại diện cho dân tộc trong quan hệ với các quốc gia dân tộc khác trên thế giới?",Multiple Choice,Đảng Cộng sản.,Mặt trận Tổ quốc.,Các đoàn thể chính trị - xã hội.,Nhà nước.,,4,30,
"Tiêu chí nào dưới đây là quan trọng nhất để phân định tộc người này với tộc người khác và có vị trí quyết định đối với sự tồn tại, phát triển của mỗi tộc người?",Multiple Choice,Sự phát triển về kinh tế.,Sự tiến bộ trong nhận thức.,Sự nâng cao đời sống vật chất và tinh thần.,Ý thức tự giác tộc người.,,4,30,
"Sự trưởng thành của ý thức dân tộc, sự thức tỉnh về chủ quyền là nguyên nhân dẫn đến việc các cộng đồng dân cư muốn",Multiple Choice,tách ra để thành dân tộc độc lập.,liên kết lại với nhau.,liên minh với nhau về kinh tế.,thể hiện tính độc lập trong phát triển kinh tế.,,1,30,
Nội dung nào sau đây phản ánh đúng mục đích cao nhất của xu hướng hình thành quốc gia dân tộc độc lập?,Multiple Choice,Sự trưởng thành của ý thức dân tộc.,Sự độc lập về lựa chọn chế độ chính trị.,Sự khẳng định về chủ quyền.,Sự độc lập về lựa chọn chế độ kinh tế.,,3,30,
"Trong thời đại của chủ nghĩa tư bản, xu hướng hình thành các quốc gia dân tộc độc lập này biểu hiện thành phong trào nào dưới đây?",Multiple Choice,Đấu tranh chống áp bức giai cấp.,Đấu tranh chống áp bức dân tộc.,"Đấu tranh chống áp bức, bóc lột.",Đấu tranh chống cưỡng bức văn hóa.,,2,30,
"Sự thống nhất những lợi ích về kinh tế, chính trị, văn hóa, xã hội,... là nguyên nhân dẫn tới xu hướng hình thành",Multiple Choice,dân tộc độc lập.,Các tổ chức kinh tế.,liên hiệp các dân tộc.,Các tổ chức phi chính phủ.,,3,30,
"Lí do nào dưới đây làm xuất hiện nhu cầu xoá bỏ hàng rào ngăn cách giữa các dân tộc, tạo nên mối quan hệ quốc gia và quốc tế rộng lớn, thúc đẩy các dân tộc xích lại gần nhau?",Multiple Choice,"Sự xâm lược của các nước đế quốc thực dân, phong trào đấu tranh của các nước thuộc địa, phụ thuộc.",Chính sách mở của các nhà nước trong hoạt động kinh tế.,"Sự phát triển của lực lượng sản xuất, khoa học công nghệ, giao lưu kinh tế và văn hóa.",Sự phát triển của khoa học công nghệ đặc biệt là lĩnh vực giao thông vận tải.,,3,30,
"Điền từ ngữ thích hợp vào chỗ trống: Bàn về hai xu hướng khách quan của sự phát triển dân tộc, V.I. Lênin đã viết: “Trong quá trình phát triển của ……, có hai xu hướng …….. trong vấn đề ………. Cả hai xu hướng đó là quy luật …… của chủ nghĩa tư bản”.",Multiple Choice,"chủ nghĩa tư bản, lịch sử, dân tộc, phổ biến.","dân tộc, phát triển, dân tộc, khách quan.","chủ nghĩa tư bản, khách quan, dân tộc, phổ biến.","dân tộc, lịch sử, dân tộc, khách quan.",,1,30,
Mục tiêu chính trị chủ yếu của mọi quốc gia trong thời đại ngày nay là,Multiple Choice,độc lập dân tộc.,liên kết khu vực.,liên minh quốc tế.,chủ nghĩa xã hội.,,1,30,
"Cương lĩnh dân tộc của chủ nghĩa Mác - Lênin thể hiện quan điểm, lập trường của chủ thể nào dưới đây trong giải quyết quan hệ dân tộc?",Multiple Choice,Nhân dân lao động.,Giai cấp nông dân.,Giai cấp công nhân.,Đội ngũ trí thức.,,3,30,
Nguyên tắc đầu tiên trong Cương lĩnh dân tộc của chủ nghĩa Mác - Lênin là,Multiple Choice,Các dân tộc có quyền tự do.,Các dân tộc có quyền tự quyết.,Các dân tộc hoàn toàn bình đẳng.,Liên hệ công nhân tất cả các dân tộc.,,3,30,
"Tất cả mọi dân tộc (kể cả bộ tộc và chủng tộc) dù lớn hay nhỏ, dù đông người hay ít người, dù phát triển ở trình độ cao hay thấp đều có quyền lợi và nghĩa vụ ngang nhau ….. là nội dung thể hiện quyền nào dưới đây của các dân tộc?",Multiple Choice,Bình đẳng.,Hợp tác.,Tự quyết.,Độc lập.,,1,30,
Quyền bình đẳng của các dân tộc phải được ghi vào,Multiple Choice,"công pháp quốc tế, luật pháp quốc gia.","công pháp khu vực, luật pháp quốc gia.","luật pháp quốc gia, quy định của từng tộc người.",công pháp và công ước quốc tế.,,1,30,
"Khắc phục sự chênh lệch về trình độ phát triển kinh tế, văn hóa, xã hội giữa các dân tộc, tạo điều kiện để các dân tộc còn lạc hậu phát triển nhanh trên con đường tiến bộ là điều kiện để đảm bảo việc thực hiện quyền nào dưới đây của các dân tộc trong một quốc gia đa dân tộc?",Multiple Choice,Hợp tác.,Bình đẳng.,Phát triển.,Giao lưu.,,2,30,
"Đấu tranh chống chủ nghĩa phân biệt chủng tộc, chủ nghĩa bá quyền nước lớn, chống sự áp bức bóc lột, sự vi phạm lợi ích của nước lớn, nước phát triển đối với các nước nhỏ, lạc hậu, chậm phát triển là biểu hiện của quyền",Multiple Choice,tự do trong quan hệ giữa các quốc gia dân tộc.,bình đẳng trong quan hệ giữa các quốc gia dân tộc.,tự quyết trong quan hệ giữa các quốc gia dân tộc.,giao lưu trong quan hệ giữa các quốc gia dân tộc.,,2,30,
"Các dân tộc được tự do lựa chọn con đường phát triển, lựa chọn chế độ chính trị trong quá trình vận động, phát triển của dân tộc mình là nội dung của quyền",Multiple Choice,dân tộc tự quyết.,bình đẳng giữa các dân tộc.,bình đẳng trong quan hệ giữa các quốc gia dân tộc.,giao lưu giữa các dân tộc.,hợp tác giữa các dân tộc.,1,30,
Khi xem xét quyền tự quyết của dân tộc cần đứng vững trên lập trường của,Multiple Choice,giai cấp công nhân.,giai cấp nông dân.,đội ngũ trí thức.,đội ngũ doanh nhân.,,1,30,
"Ủng hộ các phong trào dân tộc tiến bộ, kiên quyết đấu tranh chống lại những mưu đồ lợi dụng vấn đề dân tộc làm chiêu bài để can thiệp công việc nội bộ của các nước và chia rẽ dân tộc là lưu ý khi xem xét quyền",Multiple Choice,bình đẳng.,liên hiệp.,phân tách thành quốc gia độc lập.,tự quyết.,,4,30,
Lợi ích của công nhân ở dân tộc áp bức và dân tộc bị áp bức đều thống nhất là cơ sở khách quan của nguyên tắc nào dưới đây?,Multiple Choice,Các dân tộc có quyền tự do.,Liên hiệp công nhân tất cả các dân tộc.,Các dân tộc có quyền tự quyết.,Các dân tộc hoàn toàn bình đẳng.,,2,30,
Để thực hiện được quyền bình đẳng và quyền tự quyết một cách đúng đắn thì các dân tộc phải thực hiện nguyên tắc,Multiple Choice,tôn trọng lẫn nhau trong việc giải quyết các vấn đề chính trị.,không can thiệp vào nội bộ của nhau.,đứng vững trên lập trường của giai cấp công nhân.,thành lập chính đảng vô sản và quốc gia dân tộc.,,3,30,
Nội dung nào dưới đây trong Cương lĩnh dân tộc của chủ nghĩa Mác - Lênin không chỉ là lời kêu gọi mà còn là giải pháp hữu hiệu đảm bảo việc thực hiện quyền bình đẳng và quyền tự quyết dân tộc?,Multiple Choice,Các dân tộc tách ra thành quốc gia độc lập.,Các dân tộc liên hiệp lại với nhau.,Liên hiệp công nhân tất cả các dân tộc.,Các dân tộc hoàn toàn bình đẳng.,,3,30,
Nội dung nào sau đây đóng vai trò liên kết các nội dung còn lại trong Cương lĩnh dân tộc của chủ nghĩa Mác — Lênỉn thành một chỉnh thể?,Multiple Choice,Các dân tộc có quyền tự do.,Các dân tộc có quyền tự quyết.,Liên hiệp công nhân tất cả các dân tộc.,Các dân tộc hoàn toàn bình đẳng.,,3,30,
"Con đường giải phóng dân tộc của Hồ Chí Minh khác với các phong trào yêu nước ở Việt Nam cuối thế kỉ XIX, đầu thế kỉ XX có nội dung căn bản nào sau đây?",Multiple Choice,Gắn con đường giải phóng dân tộc với duy trì chế độ phong kiến.,Gắn con đường giải phóng dân tộc với cách mạng vô sản thế giới.,Gắn giải phóng dân tộc với liên minh các nước láng giềng.,Gắn con đường giải phóng dân tộc với cách mạng dân chủ tư sản.,,2,30,
"Theo quan điểm của Chủ tịch Hồ Chí Minh, con đường để giành độc lập, tự do, chủ quyền quốc gia là",Multiple Choice,cách mạng tư sản.,cách mạng vô sản.,vận động cải cách.,nâng cao dân trí.,,2,30,
"Chủ tịch Hồ Chí Minh khẳng định mục tiêu cao nhất của cách mạng dân tộc dân chủ ở Việt Nam là giành độc lập dân tộc, chủ quyền quốc gia. Khẳng định này xuất phát từ cơ sở nào dưới đây?",Multiple Choice,Độc lập tự do là nội dung cốt lõi của vấn đề dân tộc thuộc địa.,"Có độc lập mới có chủ quyền lãnh thổ, nhân dân mới có tự do.",Cách mạng Việt Nam cần có sự ủng hộ của dân tộc quốc tế.,"Đó là tất cả những gì Chủ tịch Hồ Chí Minh mong muốn cho Tổ quốc, cho đồng bào.",,1,30,
"Theo Chủ tịch Hồ Chí Minh, mục tiêu cao nhất trong cách mạng dân tộc dân chủ ở Việt Nam là",Multiple Choice,giành độc lập dân tộc.,xoá bỏ chế độ phong kiến.,giành ruộng đất cho nông dân.,"xoá bỏ chế độ phong kiến, giải phóng người lao động.",,1,30,
"Điền từ ngữ thích hợp vào chỗ trống trong câu nói sau của Chủ tịch Hồ Chí Minh: “……. cho đồng bào tôi, ……. cho Tổ quốc tôi, đấy là tất cả những điều tôi muốn; đấy là tất cả những điều tôi hiểu”.",Multiple Choice,"Độc lập, tự do.","Tự do, độc lập.","Hạnh phúc, độc lập.","Hạnh phúc, tự do.",,1,30,
"Tháng 5/1946, trước khi sang Pháp, Chủ tịch Hồ Chí Minh đã dặn cụ Huỳnh Thúc Kháng “Dĩ bất biến, ứng vạn biến” - lấy điều không đổi ứng phó với vạn điều thay đổi để thực hiện điều không đổi. Điều không đổi được mà Chủ tịch Hồ Chí Minh nói đến ở đây là",Multiple Choice,"độc lập dân tộc, duy trì chế độ phong kiến.",độc lập dân tộc và chủ nghĩa xã hội.,giữ mối liên hệ giữa dân tộc Việt Nam với dân tộc thế giới.,tinh thần khoan dung và đoàn kết các dân tộc anh em.,,2,30,
"Theo Chủ tịch Hồ Chí Minh, con đường duy nhất để dân tộc Việt Nam giành được độc lập, nhân dân Việt Nam được tự do là",Multiple Choice,cách mạng giải phóng dân tộc.,cách mạng vô sản.,lật đổ giai cấp phong kiến.,thực hiện đấu tranh giai cấp.,,1,30,
"Theo tư tưởng Hồ Chí Minh, điều kiện tiên quyết để tiến lên chủ nghĩa xã hội ở Việt Nam là",Multiple Choice,giai cấp công nhân Việt Nam được giải phóng khỏi giai cấp tư sản Việt Nam.,dân tộc Việt Nam được độc lập.,giai cấp nông dân Việt Nam được giải phóng khỏi chế độ phong kiến.,dân tộc Việt Nam nhận được sự ủng hộ của các quốc gia dân tộc trên thế giới.,,2,30,
"Theo quan điểm của Chủ tịch Hồ Chí Minh, sự gắn bó giữa độc lập dân tộc và chủ nghĩa xã hội thống nhất với nhau ở mục đích nào dưới đây?",Multiple Choice,Phát triển kinh tế đất nước.,"Giải phóng con người khỏi áp bức, bất công.","Mở rộng giao lưu kinh tế, văn hóa, xã hội.","Các dân tộc có điều kiện phát triển bình đẳng, tiến bộ.",,2,30,
"Theo tư tưởng Hồ Chí Minh, những người ở dân tộc lớn dễ mắc bệnh",Multiple Choice,quan liêu.,kiêu ngạo.,chủ quan.,hẹp hòi.,,2,30,
"Theo tư tưởng Hồ Chí Minh, những cán bộ địa phương, nhân dân địa phương thường không cố gắng, cái gì cũng cho mình là không làm được, bởi",Multiple Choice,tự đại dân tộc.,tư tưởng dân tộc hẹp hòi.,tự ti rằng mình là dân tộc nhỏ bé.,tư tưởng dựa dẫm.,,3,30,
Dân tộc Việt Nam thuộc loại hình dân tộc,Multiple Choice,phong kiến.,tiền phong kiến.,tiền tư bản.,tư bản.,,3,30,
Nội dung nào sau đây không phải là điều kiện đưa đến sự hình thành dân tộc Việt Nam?,Multiple Choice,Sự tác động của chế độ sở hữu công cộng về ruộng đất và công xã nông thôn.,"Yêu cầu của cuộc đấu tranh chống thiên tai, phát triển nông nghiệp lúa nước.",Yêu cầu của cuộc đấu tranh chống ngoại xâm.,Nhu cầu trao đổi hàng hóa giữa các vùng miền hình thành thị trường dân tộc.,,4,30,
"Theo Tổng điều tra dân số và nhà ở năm 2019 được tiến hành vào thời điểm 0 giờ ngày 01/4/2019 theo Quyết định số 772/QĐ-TTg ngày 26/6/2018 của Thủ tướng Chính phủ, các dân tộc thiểu số chiếm khoảng bao nhiêu phần trăm dân số Việt Nam?",Multiple Choice,18%.,"15,5%.","12,3 %.","14,7 %.",,4,30,
"Theo Tổng điều tra dân số và nhà ở năm 2019 được tiến hành vào thời điểm 0 giờ ngày 01/4/2019 theo Quyết định số 772/QĐ-TTg ngày 26/6/2018 của Thủ tướng Chính phủ, dân tộc Kinh chiếm khoảng bao nhiêu phần trăm dân số Việt Nam?",Multiple Choice,80 %,"81,3%","82,6 %","85,3 %",,4,30,
Nội dung nào dưới đây không phản ánh đúng đặc điểm của các dân tộc ở nước ta?,Multiple Choice,Các dân tộc có tinh thần đoàn kết và ý thức cộng đồng sâu sắc.,Các dân tộc có truyền thống yêu nước và tự hào dân tộc.,Mỗi dân tộc đều có bản sắc văn hóa riêng.,Mỗi dân tộc đều có tiếng nói và chữ viết riêng.,,4,30,
"Đặc điểm nào dưới đây của dân tộc Việt Nam vừa tạo cơ sở cho sự đoàn kết, thống nhất hữu cơ giữa các dân tộc, vừa tiềm ẩn nguy cơ của những mâu thuẫn, thậm chí sự kì thị hoặc xung đột trong quan hệ dân tộc?",Multiple Choice,Các dân tộc Việt Nam có trình độ phát triển khác nhau.,Các dân tộc Việt Nam có tinh thần yêu nước.,Các dân tộc Việt Nam có ý thức cộng đồng cao.,Các dân tộc Việt Nam có địa bàn cư trú đan xen.,,1,30,
Các bản sắc văn hóa đa dạng của các dân tộc thống nhất với nhau ở nội dung cốt lõi nào dưới đây?,Multiple Choice,Lòng yêu chuộng hoà bình.,Tinh thần quốc tế.,Lòng yêu nước.,Tinh thần vượt khó.,,3,30,
"Đối với quốc gia dân tộc Việt Nam, nội dung nào dưới đây được xem là sợi chỉ đỏ xuyên suốt đường lối chính trị của Đảng ta?",Multiple Choice,Độc lập dân tộc.,Chủ nghĩa xã hội.,Thực hiện quyền bình đẳng và quyền tự quyết của dân tộc Việt Nam.,Thực hiện đoàn kết và bình đẳng giữa các dân tộc trong cộng đồng các dân tộc Việt Nam.,,4,30,
"Đối với cộng đồng các dân tộc ở Việt Nam, tư tưởng nhất quán của Đảng là",Multiple Choice,"Tập trung đẩy nhanh sự phát triển của dân tộc đa số, sau đó hỗ trợ phát triển cho các dân tộc thiểu số.",Ưu tiên và tạo điều kiện cho những dân tộc đa số phát triển.,"Bảo đảm sự bình đẳng, đoàn kết và giúp đỡ nhau giữa các dân tộc, nhất là các dân tộc thiểu số.","Giảm mức đầu tư cho dân tộc đa số, tập trung đẩy nhanh sự phát triển của dân tộc thiểu số.",,3,30,
Điều từ ngữ thích họp vào chỗ trống: Văn kiện Đại hội đại biểu toàn quốc lần thứ XI của Đảng Cộng sản Việt Nam đã khẳng định: “Độc lập dân tộc là điều kiện 	….. để thực hiện chủ nghĩa xã hội và chủ nghĩa xã hội là …… bảo đảm vững chắc cho độc lập dân tộc”.,Multiple Choice,"quyết định, cơ sở.","tiên quyết, cơ sở.","căn bản, nền tảng.","tiên quyết, căn bản.",,2,30,
Một trong những mục tiêu được Đảng ta xác định trong những năm đầu đưa miền Bắc quá độ lên chủ nghĩa xã hội là làm cho,Multiple Choice,"miền núi và miền xuôi cùng phát triển, cùng đi lên chủ nghĩa xã hội.","miền núi tiến kịp miền xuôi, cùng nhau tiến lên chủ nghĩa xã hội.",số lượng cán bộ địa phương tăng lên ngang bằng với cán bộ miền xuôi.,các dân tộc thiểu số nhận thức đúng về con đường đi lên chủ nghĩa xã hội.,,2,30,
Đảng Cộng sản Việt Nam xác định rõ “Vấn đề dân tộc và đoàn kết các dân tộc luôn luôn có vị trí chiến lược trong sự nghiệp cách mạng” tại Đại hội nào dưới đây?,Multiple Choice,Đại hội X.,Đại hội IX.,Đại hội XI,Đại hội XII.,,1,30,
"Quan điểm, chính sách của Đảng, Nhà nước ta đối với vấn đề dân tộc trong giai đoạn hiện nay được khẳng định chủ yếu tại",Multiple Choice,Nghị quyết số 23-NQ/TW ngày 12/3/2003.,Nghị quyết số 24-NQ/TW ngày 12/3/2003.,Nghị quyết số 23-NQ/TW ngày 12/3/2004.,Nghị quyết số 24-NQ/TW ngày 12/3/2004.,,2,30,
“Đề án tổng thể phát triển kinh tế - xã hội vùng đồng bào dân tộc thiểu số và miền núi giai đoạn 2021 - 2030” của Chính phủ được Nghị quyết số 88/2019/QH 14 phê duyệt vào năm,Multiple Choice,2017.,2019.,2018.,2020.,,2,30,
"Nguyên tắc cơ bản nào dưới đây được Đảng và Nhà nước ta thực hiện nhất quán trong các chủ trương, chính sách về dân tộc?",Multiple Choice,"Đoàn kết, tập trung cho phát triển đồng bào thiếu số","Bình đẳng, đoàn kết, tôn trọng giúp nhau cùng phát triển.","Đoàn kết, tập trung cho phát triển đồng bào đa số.","Bình đẳng, đoàn kết, xây dựng đất nước theo con đường chủ nghĩa xã hội.",,2,30,
Chính sách dân tộc của Đảng ta phải chú trọng nhất đến lĩnh vực nào dưới đây để thực hiện bình đẳng và đoàn kết giữa các dân tộc?,Multiple Choice,Kinh tế.,Chính trị.,Văn hóa - xã hội.,Giáo dục.,,1,30,
"Nâng cao nhận thức của đồng bào các dân tộc thiểu số về tầm quan trọng của vấn đề dân tộc, đoàn kết các dân tộc là nội dung thực hiện chính sách dân tộc của Đảng ta trong lĩnh vực",Multiple Choice,chính trị.,kinh tế.,văn hóa - xã hội.,giáo dục.,,1,30,
"Đổi mới cơ cấu kinh tế, thực hiện định canh, định cư, giao đất, giao rừng, phát triển kinh tế trang trại, chuyển giao công nghệ, trao đổi kinh nghiệm và bồi dưỡng nghiệp vụ quản lí là nội dung của chính sách dân tộc trong lĩnh vực",Multiple Choice,chính trị.,kinh tế.,ngoại giao.,"quốc phòng, an ninh.",,2,30,
"Giải quyết tốt vấn đề đoàn kết dân tộc và quan hệ dân tộc trong mối liên hệ tộc người, giữa các tộc người và liên quốc gia trong xu thế toàn cầu hóa là nội dung của chính sách dân tộc trong lĩnh vực",Multiple Choice,kinh tế.,"quốc phòng, an ninh.",chính trị.,ngoại giao.,,4,30,
"Giữ gìn và phát huy giá trị văn hóa truyền thống của các tộc người, phát triển ngôn ngữ, xây dựng đời sống văn hóa ở cơ sở, nâng cao trình độ văn hóa cho nhân dân các dân tộc là nội dung của chính sách dân tộc trong lĩnh vực",Multiple Choice,xã hội.,văn hóa.,chính trị.,giáo dục.,,2,30,
"Đảm bảo an sinh xã hội, thực hiện bình đẳng, công bằng thông qua việc thực hiện chính sách phát triển kinh tế - xã hội, xoá đói giảm nghèo, dân số, y tế, giáo dục trên cơ sở chú ý đến tính đặc thù mỗi vùng, mỗi dân tộc là nội dung của chính sách dân tộc trong lĩnh vực",Multiple Choice,chính trị.,xã hội.,giáo dục.,kinh tế.,,2,30,
"Một hình thái ý thức xã hội phản ánh một cách hoang đường hư ảo hiện thực khách quan, thông qua sự phản ánh đó, các lực lượng tự nhiên và xã hội đều trở thành siêu tự nhiên, thần bí là nội dung thể hiện bản chất của khái niệm",Multiple Choice,tôn giáo.,tín ngưỡng.,mê tín dị đoan.,văn hóa.,,1,30,
"Theo Luật Tín ngưỡng, Tôn giáo Việt Nam (2016), niềm tin của con người tồn tại với hệ thống quan niệm và hoạt động bao gồm đối tượng tôn thờ, giáo lí, giáo luật, lễ nghi và tổ chức là nội dung thể hiện khái niệm",Multiple Choice,tôn giáo.,tín ngưỡng.,mê tín dị đoan.,hệ thống giáo lí.,,1,30,
"Niềm tin của con người được thể hiện thông qua những lễ nghi gắn liền với phong tục, tập quán truyền thống để mang lại sự bình an về tinh thần cho cá nhân và cộng đồng là nội dung của khái niệm",Multiple Choice,tôn giáo.,tín ngưỡng.,mê tín.,mê tín dị đoan.,,2,30,
"Trong mối quan hệ với tín ngưỡng, tôn giáo là",Multiple Choice,"một khái niệm rộng hơn, bao trùm tín ngưỡng.","khái niệm nhỏ hơn, là một loại hình (dạng) tín ngưỡng.",một khái niệm tương đương tín ngưỡng.,"một khái niệm hoàn toàn độc lập, không có mối liên hệ.",,2,30,
"Tin một cách mê muội, mù quáng vào những điều thiếu cơ sở khoa học là biểu hiện của",Multiple Choice,tôn giáo.,mê tín.,tín ngưỡng.,dị đoan.,,2,30,
"Sự suy đoán, hành động 	một cách 	tuỳ tiện với những hành vi sai lệch quá mức, trái với các giá trị văn hóa, đạo đức, pháp luật, gây	 tổn hại cho cá nhân và cộng đồng là biểu hiện của",Multiple Choice,tín ngưỡng.,dị đoan.,tôn giáo.,mê tín.,,2,30,
"Loại hình tôn giáo cổ xưa nhất, thể hiện niềm tin của con người vào một loài động vật, cây cỏ, đồ vật, hiện tượng trong đời sống là nội dung của",Multiple Choice,tô tem giáo.,ma thuật giáo.,sa man giáo.,bái vật giáo.,,1,30,
"Loại hình tôn giáo mà con người thể hiện niềm tin vào khả năng tác động đến các hiện tượng xuất hiện trong tự nhiên, thông qua những hành động như cầu khấn, phù phép, bùa chú là biểu hiện của",Multiple Choice,tô tem giáo.,ma thuật giáo.,sa man giáo.,bái vật giáo.,,2,30,
"Loại hình tôn giáo mà ở đó người ta tôn thờ và có những hành vi thể hiện niềm tin, sự tôn thờ một số vật như hòn đá, gốc cây, bức tường,... Có thể có những thuộc tính siêu nhiên là biểu hiện của",Multiple Choice,tô tem giáo.,sa man giáo.,bái vật giáo.,vật linh giáo.,,3,30,
"Loại hình tôn giáo mà người ta tin rằng các sự vật, hiện tượng trong tự nhiên cũng giống như con người, đều có linh hồn là biểu hiện của",Multiple Choice,tô tem giáo.,vật linh giáo.,ma thuật giáo.,sa man giáo.,,2,30,
"Loại hình tôn giáo sùng bái lãnh tụ, thủ lĩnh, thánh thần bộ lạc hay các tổ chức bộ lạc là biểu hiện của",Multiple Choice,tô tem giáo.,sa man giáo.,vật linh giáo.,ma thuật giáo.,,1,30,
